Date,Site,Hi_Lo,Replicate,TransectDepth,Pelagic_Benthic,Length,CommonName,Sex,Family,Genus,Species,Latin,a,b,abSource
10-Nov-19,Anniversary,Lo,1,3,Pass Two,6,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
10-Nov-19,Anniversary,Lo,1,3,Pass Two,6,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
10-Nov-19,Anniversary,Lo,1,3,Pass Two,6,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
10-Nov-19,Anniversary,Lo,1,3,Pass Two,6,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
10-Nov-19,Anniversary,Lo,1,3,Pass Two,6,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
10-Nov-19,Anniversary,Lo,1,3,Pass Two,6,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
10-Nov-19,Anniversary,Lo,1,3,Pass Two,6,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
10-Nov-19,Anniversary,Lo,1,3,Pass Two,6,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
10-Nov-19,Anniversary,Lo,1,3,Pass Two,6,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
10-Nov-19,Anniversary,Lo,1,3,Pass Two,6,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
10-Nov-19,Anniversary,Lo,1,3,Pass Two,6,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
10-Nov-19,Anniversary,Lo,1,3,Pass Two,6,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass One,28,Kelp Greenling,M,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.00003586,3.225,California Fish and Game Fish Bulletin 177
10-Nov-19,Georgina,Hi,1,15,Pass One,24,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
10-Nov-19,Georgina,Hi,1,15,Pass Two,48,Ling Cod,,Hexagrammidae,Ophiodon,elongatus,Ophiodon elongatus,0.002,3.3835,DFO Haggarty and King 2004 Technical Report 2533
10-Nov-19,Georgina,Hi,1,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,9,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,9,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,3,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,9,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,5,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,9,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,3,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,4,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,3,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,4,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,4,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,7,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,6,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,9,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,6,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,9,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,6,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,6,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,4,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,11,Painted Greenling,,Hexagrammidae,Oxylebius,pictus,Oxylebius pictus,0.01122,3.04,FishBase
10-Nov-19,Georgina,Hi,1,15,Pass Two,17,Quillback Rockfish,,Sebastidae,Sebastes,maliger,Sebastes maliger,0.0000295,2.92,"NOAA 1978 Washington, Gowan, & Ito"
10-Nov-19,Georgina,Hi,1,3,Pass One,36,Kelp Greenling,F,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.0009213,2.675,California Fish and Game Fish Bulletin 177
10-Nov-19,Georgina,Hi,1,3,Pass Two,14,Kelp Greenling,,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.0000418,3.198,California Fish and Game Fish Bulletin 177
10-Nov-19,Georgina,Hi,1,3,Pass Two,28,Kelp Greenling,M,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.00003586,3.225,California Fish and Game Fish Bulletin 177
10-Nov-19,Georgina,Hi,1,3,Pass Two,9,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,3,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,3,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
10-Nov-19,Georgina,Hi,1,3,Pass Two,14,Copper Rockfish,,Sebastidae,Sebastes,caurinus,Sebastes caurinus,0.00001597,3.0405,California Fish and Game Fish Bulletin 177
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Shiner Perch,,Embiotocidae,Cymatogaster,aggregata,Cymatogaster aggregata,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,7,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,11,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass One,10,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass Two,9,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Anniversary,Lo,2,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,47,Ling Cod,,Hexagrammidae,Ophiodon,elongatus,Ophiodon elongatus,0.002,3.3835,DFO Haggarty and King 2004 Technical Report 2533
5-Dec-19,Georgina,Hi,2,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,9,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,4,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,4,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,9,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,8,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,5,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,2,Grunt Sculpin,,Rhamphocottidae,Rhamphocottus ,richardsonii ,Rhamphocottus richardsonii ,0.01,3.04,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,7,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,4,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,4,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,4,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,6,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,4,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,8,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,6,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,15,Pass Two,6,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,3,Pass Two,32,Kelp Greenling,F,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.0009213,2.675,California Fish and Game Fish Bulletin 177
5-Dec-19,Georgina,Hi,2,3,Pass Two,7,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
5-Dec-19,Georgina,Hi,2,3,Pass Two,7,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
5-Dec-19,Georgina,Hi,2,3,Pass Two,12,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
5-Dec-19,Georgina,Hi,2,3,Pass Two,9,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
5-Dec-19,Georgina,Hi,2,3,Pass Two,8,Red Irish Lord,,Cottidae,Hemilepidotus ,hemilepidotus,Hemilepidotus hemilepidotus,0.00631,3.11,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass One,42,Kelp Greenling,M,Hexagrammidae,Hexagrammos,decagrammus,Hexagrammos decagrammus,0.00003586,3.225,California Fish and Game Fish Bulletin 177
6-Dec-19,Grainger,Hi,1,15,Pass One,7,Pile Perch,,Embiotocidae,Rhacochilus,vacca,Rhacochilus vacca,0.0195,3.02,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass One,14,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass One,16,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass One,8,Striped Perch,,Embiotocidae,Embiotoca,lateralis,Embiotoca lateralis,0.0195,3.02,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,6,Blackeye Goby,,Gobiidae,Rhinogobiops,nicholsii,Rhinogobiops nicholsii,0.00871,3.08,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,7,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,4,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,6,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,6,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,4,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,2,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,6,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,5,Longfin Sculpin,,Cottidae,Jordania,zonope,Jordania zonope,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,4,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,3,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,3,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,4,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,5,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,3,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,2,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,2,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,2,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,4,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,3,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,4,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,2,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,4,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,3,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,3,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
6-Dec-19,Grainger,Hi,1,15,Pass Two,2,Scalyhead Sculpin,,Cottidae,Artedius,harringtoni,Artedius harringtoni,0.00646,3.16,FishBase
